PatchVersion BranchName PatchReleaseDate BaseVersion BaseCommit BaseReleaseDate
3.12.8-rt11 analysis-3.12.8-rt11 2014-01-25 3.12.8 v3.12.8 2014-01-16
3.12.9-rt12 analysis-3.12.9-rt12 2014-01-31 3.12.9 v3.12.9 2014-01-25
3.12.9-rt13 analysis-3.12.9-rt13 2014-02-03 3.12.9 v3.12.9 2014-01-25
3.12.10-rt14 analysis-3.12.10-rt14 2014-02-07 3.12.10 v3.12.10 2014-02-06
3.12.10-rt15 analysis-3.12.10-rt15 2014-02-08 3.12.10 v3.12.10 2014-02-06
3.12.11-rt16 analysis-3.12.11-rt16 2014-02-14 3.12.11 v3.12.11 2014-02-13
3.12.11-rt17 analysis-3.12.11-rt17 2014-02-17 3.12.11 v3.12.11 2014-02-13
3.12.12-rt18 analysis-3.12.12-rt18 2014-02-21 3.12.12 v3.12.12 2014-02-20
3.12.12-rt19 analysis-3.12.12-rt19 2014-02-23 3.12.12 v3.12.12 2014-02-20
3.12.13-rt20 analysis-3.12.13-rt20 2014-03-07 3.12.13 v3.12.13 2014-02-22
3.12.13-rt21 analysis-3.12.13-rt21 2014-03-08 3.12.13 v3.12.13 2014-02-22
3.12.14-rt22 analysis-3.12.14-rt22 2014-03-21 3.12.14 v3.12.14 2014-03-10
3.12.14-rt23 analysis-3.12.14-rt23 2014-03-21 3.12.14 v3.12.14 2014-03-10
3.12.15-rt24 analysis-3.12.15-rt24 2014-03-28 3.12.15 v3.12.15 2014-03-22
3.12.15-rt25 analysis-3.12.15-rt25 2014-03-30 3.12.15 v3.12.15 2014-03-22
3.12.15-rt26 analysis-3.12.15-rt26 2014-05-09 3.12.15 v3.12.15 2014-03-22
3.12.19-rt30 analysis-3.12.19-rt30 2014-05-13 3.12.19 v3.12.19 2014-04-18
3.12.22-rt33 analysis-3.12.22-rt33 2014-06-19 3.12.22 v3.12.22 2014-06-09
3.12.22-rt34 analysis-3.12.22-rt34 2014-06-19 3.12.22 v3.12.22 2014-06-09
3.12.22-rt35 analysis-3.12.22-rt35 2014-07-09 3.12.22 v3.12.22 2014-06-09
3.12.24-rt37 analysis-3.12.24-rt37 2014-07-10 3.12.24 v3.12.24 2014-06-30
3.12.24-rt38 analysis-3.12.24-rt38 2014-07-17 3.12.24 v3.12.24 2014-06-30
3.12.26-rt40 analysis-3.12.26-rt40 2014-08-27 3.12.26 v3.12.26 2014-07-30
3.12.31-rt45 analysis-3.12.31-rt45 2014-10-30 3.12.31 v3.12.31 2014-10-17
3.12.33-rt47 analysis-3.12.33-rt47 2014-11-26 3.12.33 v3.12.33 2014-11-14
3.12.36-rt50 analysis-3.12.36-rt50 2015-01-20 3.12.36 v3.12.36 2015-01-08
3.12.37-rt51 analysis-3.12.37-rt51 2015-02-06 3.12.37 v3.12.37 2015-01-28
3.12.38-rt52 analysis-3.12.38-rt52 2015-03-06 3.12.38 v3.12.38 2015-02-16
3.12.38-rt53 analysis-3.12.38-rt53 2015-03-20 3.12.38 v3.12.38 2015-02-16
3.12.39-rt54 analysis-3.12.39-rt54 2015-03-23 3.12.39 v3.12.39 2015-03-16
3.12.40-rt55 analysis-3.12.40-rt55 2015-04-15 3.12.40 v3.12.40 2015-04-07
3.12.40-rt56 analysis-3.12.40-rt56 2015-05-20 3.12.40 v3.12.40 2015-04-07
3.12.42-rt58 analysis-3.12.42-rt58 2015-05-21 3.12.42 v3.12.42 2015-04-30
3.12.44-rt61 analysis-3.12.44-rt61 2015-06-24 3.12.44 v3.12.44 2015-06-10
3.12.44-rt62 analysis-3.12.44-rt62 2015-08-10 3.12.44 v3.12.44 2015-06-10
3.12.46-rt64 analysis-3.12.46-rt64 2015-08-11 3.12.46 v3.12.46 2015-08-04
3.12.47-rt65 analysis-3.12.47-rt65 2015-09-05 3.12.47 v3.12.47 2015-08-24
3.12.48-rt66 analysis-3.12.48-rt66 2015-10-01 3.12.48 v3.12.48 2015-09-15
3.12.50-rt68 analysis-3.12.50-rt68 2015-11-12 3.12.50 v3.12.50 2015-10-27
3.12.52-rt70 analysis-3.12.52-rt70 2016-01-13 3.12.52 v3.12.52 2016-01-05
3.14.0-rt1 analysis-3.14.0-rt1 2014-04-11 3.14.0 v3.14 2014-03-30
3.14.2-rt2 analysis-3.14.2-rt2 2014-05-02 3.14.2 v3.14.2 2014-04-27
3.14.2-rt3 analysis-3.14.2-rt3 2014-05-03 3.14.2 v3.14.2 2014-04-27
3.14.3-rt4 analysis-3.14.3-rt4 2014-05-09 3.14.3 v3.14.3 2014-05-06
3.14.3-rt5 analysis-3.14.3-rt5 2014-05-09 3.14.3 v3.14.3 2014-05-06
3.14.10-rt6 analysis-3.14.10-rt6 2014-07-07 3.14.10 v3.14.10 2014-07-01
3.14.10-rt7 analysis-3.14.10-rt7 2014-07-07 3.14.10 v3.14.10 2014-07-01
3.14.12-rt8 analysis-3.14.12-rt8 2014-07-14 3.14.12 v3.14.12 2014-07-09
3.14.12-rt9 analysis-3.14.12-rt9 2014-07-14 3.14.12 v3.14.12 2014-07-09
3.14.23-rt20 analysis-3.14.23-rt20 2014-10-31 3.14.23 v3.14.23 2014-10-30
3.14.25-rt22 analysis-3.14.25-rt22 2014-11-26 3.14.25 v3.14.25 2014-11-21
3.14.28-rt25 analysis-3.14.28-rt25 2015-01-16 3.14.28 v3.14.28 2015-01-08
3.14.29-rt26 analysis-3.14.29-rt26 2015-01-20 3.14.29 v3.14.29 2015-01-16
3.14.31-rt28 analysis-3.14.31-rt28 2015-02-06 3.14.31 v3.14.31 2015-01-30
3.14.34-rt31 analysis-3.14.34-rt31 2015-03-06 3.14.34 v3.14.34 2015-02-27
3.14.34-rt32 analysis-3.14.34-rt32 2015-03-20 3.14.34 v3.14.34 2015-02-27
3.14.36-rt34 analysis-3.14.36-rt34 2015-03-23 3.14.36 v3.14.36 2015-03-18
3.14.38-rt36 analysis-3.14.38-rt36 2015-04-15 3.14.38 v3.14.38 2015-04-13
3.14.39-rt37 analysis-3.14.39-rt37 2015-04-22 3.14.39 v3.14.39 2015-04-19
3.14.39-rt38 analysis-3.14.39-rt38 2015-05-20 3.14.39 v3.14.39 2015-04-19
3.14.43-rt42 analysis-3.14.43-rt42 2015-05-21 3.14.43 v3.14.43 2015-05-17
3.14.44-rt44 analysis-3.14.44-rt44 2015-06-24 3.14.44 v3.14.44 2015-06-06
3.14.46-rt46 analysis-3.14.46-rt46 2015-07-02 3.14.46 v3.14.46 2015-06-29
3.14.48-rt48 analysis-3.14.48-rt48 2015-07-24 3.14.48 v3.14.48 2015-07-10
3.14.48-rt49 analysis-3.14.48-rt49 2015-08-10 3.14.48 v3.14.48 2015-07-10
3.14.49-rt50 analysis-3.14.49-rt50 2015-08-11 3.14.49 v3.14.49 2015-08-03
3.14.50-rt51 analysis-3.14.50-rt51 2015-08-18 3.14.50 v3.14.50 2015-08-10
3.14.51-rt52 analysis-3.14.51-rt52 2015-09-05 3.14.51 v3.14.51 2015-08-17
3.14.53-rt54 analysis-3.14.53-rt54 2015-10-01 3.14.53 v3.14.53 2015-09-21
3.14.57-rt58 analysis-3.14.57-rt58 2015-11-12 3.14.57 v3.14.57 2015-11-09
3.14.58-rt59 analysis-3.14.58-rt59 2016-01-13 3.14.58 v3.14.58 2015-12-09
3.18.7-rt1 analysis-3.18.7-rt1 2015-02-16 3.18.7 v3.18.7 2015-02-11
3.18.7-rt2 analysis-3.18.7-rt2 2015-02-23 3.18.7 v3.18.7 2015-02-11
3.18.9-rt3 analysis-3.18.9-rt3 2015-03-06 3.18.9 v3.18.9 2015-03-06
3.18.9-rt4 analysis-3.18.9-rt4 2015-03-07 3.18.9 v3.18.9 2015-03-06
3.18.9-rt5 analysis-3.18.9-rt5 2015-03-16 3.18.9 v3.18.9 2015-03-06
3.18.11-rt6 analysis-3.18.11-rt6 2015-04-09 3.18.11 v3.18.11 2015-04-04
3.18.11-rt7 analysis-3.18.11-rt7 2015-04-13 3.18.11 v3.18.11 2015-04-04
3.18.13-rt8 analysis-3.18.13-rt8 2015-05-14 3.18.13 v3.18.13 2015-05-05
3.18.13-rt9 analysis-3.18.13-rt9 2015-05-14 3.18.13 v3.18.13 2015-05-05
3.18.13-rt10 analysis-3.18.13-rt10 2015-05-18 3.18.13 v3.18.13 2015-05-05
3.18.16-rt13 analysis-3.18.16-rt13 2015-06-24 3.18.16 v3.18.16 2015-06-14
3.18.17-rt14 analysis-3.18.17-rt14 2015-07-02 3.18.17 v3.18.17 2015-06-28
3.18.18-rt15 analysis-3.18.18-rt15 2015-07-24 3.18.18 v3.18.18 2015-07-10
3.18.18-rt16 analysis-3.18.18-rt16 2015-08-10 3.18.18 v3.18.18 2015-07-10
3.18.20-rt18 analysis-3.18.20-rt18 2015-08-11 3.18.20 v3.18.20 2015-08-07
3.18.21-rt19 analysis-3.18.21-rt19 2015-09-04 3.18.21 v3.18.21 2015-09-01
3.18.24-rt22 analysis-3.18.24-rt22 2015-11-12 3.18.24 v3.18.24 2015-10-31
3.18.25-rt23 analysis-3.18.25-rt23 2016-01-13 3.18.25 v3.18.25 2015-12-15
4.0.4-rt1 analysis-4.0.4-rt1 2015-05-19 4.0.4 v4.0.4 2015-05-17
4.0.5-rt2 analysis-4.0.5-rt2 2015-06-11 4.0.5 v4.0.5 2015-06-06
4.0.5-rt3 analysis-4.0.5-rt3 2015-06-11 4.0.5 v4.0.5 2015-06-06
4.0.5-rt4 analysis-4.0.5-rt4 2015-06-16 4.0.5 v4.0.5 2015-06-06
4.0.8-rt5 analysis-4.0.8-rt5 2015-07-13 4.0.8 v4.0.8 2015-07-10
4.0.8-rt6 analysis-4.0.8-rt6 2015-07-13 4.0.8 v4.0.8 2015-07-10
4.1.2-rt1 analysis-4.1.2-rt1 2015-07-14 4.1.2 v4.1.2 2015-07-10
4.1.3-rt2 analysis-4.1.3-rt2 2015-07-22 4.1.3 v4.1.3 2015-07-21
4.1.3-rt3 analysis-4.1.3-rt3 2015-07-25 4.1.3 v4.1.3 2015-07-21
4.1.5-rt4 analysis-4.1.5-rt4 2015-08-15 4.1.5 v4.1.5 2015-08-10
4.1.5-rt5 analysis-4.1.5-rt5 2015-08-16 4.1.5 v4.1.5 2015-08-10
4.1.7-rt8 analysis-4.1.7-rt8 2015-09-21 4.1.7 v4.1.7 2015-09-13
4.1.10-rt10 analysis-4.1.10-rt10 2015-10-14 4.1.10 v4.1.10 2015-10-03
4.1.10-rt11 analysis-4.1.10-rt11 2015-11-02 4.1.10 v4.1.10 2015-10-03
4.1.13-rt14 analysis-4.1.13-rt14 2015-11-18 4.1.13 v4.1.13 2015-11-09
4.1.13-rt15 analysis-4.1.13-rt15 2015-11-18 4.1.13 v4.1.13 2015-11-09
4.1.15-rt16 analysis-4.1.15-rt16 2015-12-22 4.1.15 v4.1.15 2015-12-15
4.1.15-rt17 analysis-4.1.15-rt17 2015-12-22 4.1.15 v4.1.15 2015-12-15
4.4-rc6-rt1 analysis-4.4-rc6-rt1 2015-12-23 4.4-rc6 v4.4-rc6 2015-12-21
4.4-rt2 analysis-4.4-rt2 2016-01-12 4.4 v4.4 2016-01-11
4.4-rt3 analysis-4.4-rt3 2016-01-23 4.4 v4.4 2016-01-11
4.4.1-rt4 analysis-4.4.1-rt4 2016-02-01 4.4.1 v4.4.1 2016-01-31
4.4.1-rt5 analysis-4.4.1-rt5 2016-02-04 4.4.1 v4.4.1 2016-01-31
4.4.1-rt6 analysis-4.4.1-rt6 2016-02-13 4.4.1 v4.4.1 2016-01-31
